product_code,name,slug,url,parent_category,category,price_min_diamond,price_min_titanium,price_max,processing_time_days_from,processing_time_days_to,fulfil_location_codes,suppliers,option_labels,variant_combinations,image_count
CSSKC,Custom Stainless Steel Keychain,custom-stainless-steel-keychain-csskc,https://printway.io/product/custom-stainless-steel-keychain-csskc,Accessories,Keychains,,,3.36,1,3,VN,Printway,Color|Size,4,13
CWKOJS,Custom Wooden Keychain or Jewelry Stand,custom-wooden-keychain-or-jewelry-stand-cwkojs,https://printway.io/product/custom-wooden-keychain-or-jewelry-stand-cwkojs,Accessories,Keychains,6,7,12.25,1,3,VN,Printway,Title|Size|Style,6,11
DBKWLS,Daisy Bead Keychain With Leather Strap,daisy-bead-keychain-with-leather-strap-dbkwls,https://printway.io/product/daisy-bead-keychain-with-leather-strap-dbkwls,Accessories,Keychains,8.5,9,9.5,3,5,CN,Cjzesty,Color|Style,12,8
DSMTKC,Dual-Sided Metal Keychain,dual-sided-metal-keychain-dsmtkc,https://printway.io/product/dual-sided-metal-keychain-dsmtkc,Accessories,Keychains,6.01,7.01,7.01,3,5,AU,Prima,Size,1,8
ECNFCT,Emergency Contact NFC Tag,emergency-contact-nfc-tag-ecnfct,https://printway.io/product/emergency-contact-nfc-tag-ecnfct,Accessories,Keychains,3,3.5,6,1,3,VN,Printway,Material|Size|Style,32,8
EGHK,Engraved Heart Keychain,engraved-heart-keychain-eghk,https://printway.io/product/engraved-heart-keychain-eghk,Accessories,Keychains,1.45,1.75,1.75,1,3,VN,Printway,Color,10,10
EWK,Engraved Wooden Keychain,engraved-wooden-keychain-ewk,https://printway.io/product/engraved-wooden-keychain-ewk,Accessories,Keychains,2.4,2.7,2.9,1,3,VN,Printway,Size|Style|Title,6,6
LPFKC,Leather Pawprint Keychain,leather-pawprint-keychain-lpfkc,https://printway.io/product/leather-pawprint-keychain-lpfkc,Accessories,Keychains,,,2.45,1,3,VN,Printway,Color,3,9
LPK,Leather Photo Keychain,leather-photo-keychain-lpk,https://printway.io/product/leather-photo-keychain-lpk,Accessories,Keychains,3.99,4.49,4.99,1,3,VN,Printway,Size|Color|Title,8,13
PLLCK,Personalized Leather Lipstick Case Keychain,personalized-leather-lipstick-case-keychain-pllck,https://printway.io/product/personalized-leather-lipstick-case-keychain-pllck,Accessories,Keychains,13.24,13.74,13.74,3,5,CN,Zimo,Color,10,8
PABKC,Photo Album Keychain,photo-album-keychain-pabkc,https://printway.io/product/photo-album-keychain-pabkc,Accessories,Keychains,6.24,6.74,6.74,1,3,VN,Printway,Size|Color,10,11
PKH,Pocket Hug,pocket-hug-pkh,https://printway.io/product/pocket-hug-pkh,Accessories,Keychains,,,2.45,1,3,VN,Printway,Size|Color,2,8
SKC,Slider Keychain,slider-keychain-skc,https://printway.io/product/slider-keychain-skc,Accessories,Keychains,4.49,4.99,5.99,1,3,VN,Printway,Material|Size,6,7
TAKC,Transparent Acrylic Keychain,transparent-acrylic-keychain-takc,https://printway.io/product/transparent-acrylic-keychain-takc,Accessories,Keychains,3.25,3.55,4.2,1,3,VN,Printway,Size|Title,10,8
1LBWBLAAT,1 Layer ID Badge with Beaded Lanyard and Tassel,1-layer-id-badge-with-beaded-lanyard-and-tassel-1lbwblaat,https://printway.io/product/1-layer-id-badge-with-beaded-lanyard-and-tassel-1lbwblaat,Accessories,Office & Stationery,3.75,4.25,4.75,1,3,VN,Printway,Material|Size|Style,192,11
2LIDBLAT,2 Layer ID Badge with Beaded Lanyard and Tassel,2-layer-id-badge-with-beaded-lanyard-and-tassel-2lidblat,https://printway.io/product/2-layer-id-badge-with-beaded-lanyard-and-tassel-2lidblat,Accessories,Office & Stationery,4.75,5.25,5.75,1,3,VN,Printway,Material|Size|Style,336,11
3LSNH,3 Layered Sticky Note Holder,3-layered-sticky-note-holder-3lsnh,https://printway.io/product/3-layered-sticky-note-holder-3lsnh,Accessories,Office & Stationery,5,5.5,12,1,3,VN,Printway,Size,7,9
3DMP,3D Mouse Pad,3d-mouse-pad-3dmp,https://printway.io/product/3d-mouse-pad-3dmp,Accessories,Office & Stationery,16.5,17,17,3,5,CN,Cjzesty,Size,1,10
4LSNHC,4 Layered Sticky Note Holder,4-layered-sticky-note-holder-4lsnhc,https://printway.io/product/4-layered-sticky-note-holder-4lsnhc,Accessories,Office & Stationery,6.5,7,14.5,1,3,VN,Printway,Size|Material,14,7
LT,AOP Leather Tray,aop-leather-tray-lt,https://printway.io/product/aop-leather-tray-lt,Accessories,Office & Stationery,11.1,12.1,12.1,3,5,CN,Dogeprint,Color|Style,20,9
AOPMP,AOP Mouse Pad,aop-mouse-pad-aopmp,https://printway.io/product/aop-mouse-pad-aopmp,Accessories,Office & Stationery,6.49,6.99,6.99,3,4,US,Artsadd,Size,1,7
ABV,Acrylic Book Vase,acrylic-book-vase-abv,https://printway.io/product/acrylic-book-vase-abv,Accessories,Office & Stationery,8.25,8.75,9.25,1,3,VN,Printway,Color|Style,8,8
BPO,Block Pen Organizer,block-pen-organizer-bpo,https://printway.io/product/block-pen-organizer-bpo,Accessories,Office & Stationery,5.5,6,8,1,3,VN,Printway,Size,2,7
CBE,Chalkboard Eraser,chalkboard-eraser-cbe,https://printway.io/product/chalkboard-eraser-cbe,Accessories,Office & Stationery,4,5,8,1,3,VN,Printway,Style,21,11
CLB,Clipboard,clipboard-clb,https://printway.io/product/clipboard-clb,Accessories,Office & Stationery,5.45,5.95,11.5,1,3,VN,Printway,Material|Size|Title,42,14
CLBUS,Clipboard - US,clipboard-us-clbus,https://printway.io/product/clipboard-us-clbus,Accessories,Office & Stationery,8.74,9.24,9.74,3,4,US,Pentifine,Material|Size|Style,4,8
CPH,Coffee Pod Holder,coffee-pod-holder-cph,https://printway.io/product/coffee-pod-holder-cph,Accessories,Office & Stationery,10,11,25,1,3,VN,Printway,Material|Style|Size,16,8
CBHS,Custom Book Holder Stand,custom-book-holder-stand-cbhs,https://printway.io/product/custom-book-holder-stand-cbhs,Accessories,Office & Stationery,11,12,12,1,3,VN,Printway,Material|Size,1,7
CDSWAP,Custom Docking Station With Acrylic Photo,custom-docking-station-with-acrylic-photo-cdswap,https://printway.io/product/custom-docking-station-with-acrylic-photo-cdswap,Accessories,Office & Stationery,11.5,12.5,12.5,1,3,VN,Printway,Style,2,12
CMH,Custom Money Holder,custom-money-holder-cmh,https://printway.io/product/custom-money-holder-cmh,Accessories,Office & Stationery,5.24,5.74,7.74,1,3,VN,Printway,Size|Color|Style,248,11
ABIDH,Custom Shape 1-Layer Acrylic Beaded ID Holder With Lanyard,custom-shape-1-layer-acrylic-beaded-id-holder-with-lanyard-abidh,https://printway.io/product/custom-shape-1-layer-acrylic-beaded-id-holder-with-lanyard-abidh,Accessories,Office & Stationery,3.75,4.25,4.75,1,3,VN,Printway,Size|Style,48,11
1LABID,Custom Shape 1-Layer Acrylic Beaded ID Holder with Lanyard And Acrylic Charm,custom-shape-1-layer-acrylic-beaded-id-holder-with-lanyard-and-acrylic-charm-1labid,https://printway.io/product/custom-shape-1-layer-acrylic-beaded-id-holder-with-lanyard-and-acrylic-charm-1labid,Accessories,Office & Stationery,4.25,4.75,4.75,1,3,VN,Printway,Size|Style,16,9
1LAIDAC,Custom Shape 1-Layer Acrylic ID Holder with Lanyard And Acrylic Charm,custom-shape-1-layer-acrylic-id-holder-with-lanyard-and-acrylic-charm-1laidac,https://printway.io/product/custom-shape-1-layer-acrylic-id-holder-with-lanyard-and-acrylic-charm-1laidac,Accessories,Office & Stationery,4.45,4.95,4.95,1,3,VN,Printway,Size|Style,8,9
1LAPPC,Custom Shape 1-Layer Acrylic Photo Paper Clip,custom-shape-1-layer-acrylic-photo-paper-clip-1lappc,https://printway.io/product/custom-shape-1-layer-acrylic-photo-paper-clip-1lappc,Accessories,Office & Stationery,1.65,1.95,2.5,1,3,VN,Printway,Size,5,9
HABID,Custom Shape 1-Layer Hologram Acrylic Beaded ID Holder With Lanyard,custom-shape-1-layer-hologram-acrylic-beaded-id-holder-with-lanyard-habid,https://printway.io/product/custom-shape-1-layer-hologram-acrylic-beaded-id-holder-with-lanyard-habid,Accessories,Office & Stationery,3.75,4.25,4.75,1,3,VN,Printway,Material|Size|Style,96,10
WBID,Custom Shape 1-Layer Wooden Beaded ID Holder With Lanyard,custom-shape-1-layer-wooden-beaded-id-holder-with-lanyard-wbid,https://printway.io/product/custom-shape-1-layer-wooden-beaded-id-holder-with-lanyard-wbid,Accessories,Office & Stationery,3.75,4.25,4.75,1,3,VN,Printway,Size|Style,48,10
1LWBDS,Custom Shape 1-Layer Wooden Bookshelf Dividers Sign,custom-shape-1-layer-wooden-bookshelf-dividers-sign-1lwbds,https://printway.io/product/custom-shape-1-layer-wooden-bookshelf-dividers-sign-1lwbds,Accessories,Office & Stationery,2.8,2.8,7.99,1,3,VN,Printway,Size,2,8
CS1LWC,Custom Shape 1-Layer Wooden Clip,custom-shape-1-layer-wooden-clip-cs1lwc,https://printway.io/product/custom-shape-1-layer-wooden-clip-cs1lwc,Accessories,Office & Stationery,3.15,3.45,4.5,1,3,VN,Printway,Size|Style,3,7
1LWPPC,Custom Shape 1-Layer Wooden Photo Paper Clip,custom-shape-1-layer-wooden-photo-paper-clip-1lwppc,https://printway.io/product/custom-shape-1-layer-wooden-photo-paper-clip-1lwppc,Accessories,Office & Stationery,1.65,1.95,2.25,1,3,VN,Printway,Size,5,9
AGCT,Custom Shape 2-Layer Acrylic Graduation Cap Topper,custom-shape-2-layer-acrylic-graduation-cap-topper-agct,https://printway.io/product/custom-shape-2-layer-acrylic-graduation-cap-topper-agct,Accessories,Office & Stationery,5.49,5.99,7.99,1,3,VN,Printway,Size,2,7
CS2LBR,Custom Shape 2-Layer Badge Reel,custom-shape-2-layer-badge-reel-cs2lbr,https://printway.io/product/custom-shape-2-layer-badge-reel-cs2lbr,Accessories,Office & Stationery,3.25,3.75,3.75,1,3,VN,Printway,Material|Size,12,8
2LMABR,Custom Shape 2-Layer Mirror Acrylic Badge Reel,custom-shape-2-layer-mirror-acrylic-badge-reel-2lmabr,https://printway.io/product/custom-shape-2-layer-mirror-acrylic-badge-reel-2lmabr,Accessories,Office & Stationery,3.25,3.75,3.75,1,3,VN,Printway,Size|Color|Style,12,10
CSAHS,Custom Shape Acrylic Headphone Stand With Lights,custom-shape-acrylic-headphone-stand-with-lights-csahs,https://printway.io/product/custom-shape-acrylic-headphone-stand-with-lights-csahs,Accessories,Office & Stationery,6.49,6.99,6.99,1,3,VN,Printway,Style|Size,1,7
CSAPT,Custom Shape Acrylic Pencil Topper,custom-shape-acrylic-pencil-topper-csapt,https://printway.io/product/custom-shape-acrylic-pencil-topper-csapt,Accessories,Office & Stationery,,,4.65,1,3,VN,Printway,Size|Style,8,10
CSBH,Custom Shape Book Holder,custom-shape-book-holder-csbh,https://printway.io/product/custom-shape-book-holder-csbh,Accessories,Office & Stationery,9.5,10,10,1,3,VN,Printway,Material|Style|Size,1,6
CSGH,Custom Shape Glasses Holder,custom-shape-glasses-holder-csgh,https://printway.io/product/custom-shape-glasses-holder-csgh,Accessories,Office & Stationery,5.24,5.74,6.74,1,3,VN,Printway,Size,2,6
CSHPWL,Custom Shape Hall Pass with Lanyard,custom-shape-hall-pass-with-lanyard-cshpwl,https://printway.io/product/custom-shape-hall-pass-with-lanyard-cshpwl,Accessories,Office & Stationery,5,5.5,7,1,3,VN,Printway,Material|Style|Size,14,8
CSMBM,Custom Shape Magnet Bookmark,custom-shape-magnet-bookmark-csmbm,https://printway.io/product/custom-shape-magnet-bookmark-csmbm,Accessories,Office & Stationery,8.5,9,17,3,5,CN,Cjzesty,Size|Style,5,8
CSPAPH,Custom Shape Pen and Pencil Holder,custom-shape-pen-and-pencil-holder-cspaph,https://printway.io/product/custom-shape-pen-and-pencil-holder-cspaph,Accessories,Office & Stationery,4.74,5.24,15.74,1,3,VN,Printway,Style|Size,14,9
CSPAPHS,Custom Shape Pen and Pencil Holder Stand,custom-shape-pen-and-pencil-holder-stand-cspaphs,https://printway.io/product/custom-shape-pen-and-pencil-holder-stand-cspaphs,Accessories,Office & Stationery,5.25,5.75,8.25,1,3,VN,Printway,Material|Style|Size,2,8
CSPG,Custom Shape Phone Grip,custom-shape-phone-grip-cspg,https://printway.io/product/custom-shape-phone-grip-cspg,Accessories,Office & Stationery,,,2.75,1,3,VN,Printway,Material|Size,9,11
CSRL,Custom Shape Ruler,custom-shape-ruler-csrl,https://printway.io/product/custom-shape-ruler-csrl,Accessories,Office & Stationery,4.99,5.49,6.74,1,3,VN,Printway,Material|Style|Size,8,11
CSSDNS,Custom Shape Shaker Desk Name Sign,custom-shape-shaker-desk-name-sign-cssdns,https://printway.io/product/custom-shape-shaker-desk-name-sign-cssdns,Accessories,Office & Stationery,6.74,7.24,17.24,1,3,VN,Printway,Material|Style|Size,8,8
WPBD,Custom Shape Wooden Pen Box with Drawer,custom-shape-wooden-pen-box-with-drawer-wpbd,https://printway.io/product/custom-shape-wooden-pen-box-with-drawer-wpbd,Accessories,Office & Stationery,9.49,9.99,9.99,1,3,VN,Printway,Size,1,8
WPGH,Custom Shape Wooden Pen and Glasses Holder,custom-shape-wooden-pen-and-glasses-holder-wpgh,https://printway.io/product/custom-shape-wooden-pen-and-glasses-holder-wpgh,Accessories,Office & Stationery,10.49,10.99,10.99,1,3,VN,Printway,Size,1,8
CSWPT,Custom Shape Wooden Pencil Topper,custom-shape-wooden-pencil-topper-cswpt,https://printway.io/product/custom-shape-wooden-pencil-topper-cswpt,Accessories,Office & Stationery,,,4.65,1,3,VN,Printway,Size|Style,8,9
CSWSMB,Custom Shape Wooden Sewing Magnet Box,custom-shape-wooden-sewing-magnet-box-cswsmb,https://printway.io/product/custom-shape-wooden-sewing-magnet-box-cswsmb,Accessories,Office & Stationery,4.49,4.99,4.99,1,3,VN,Printway,Size,1,6
DM,Desk Mat,desk-mat-dm,https://printway.io/product/desk-mat-dm,Accessories,Office & Stationery,11.5,12.5,25,3,5,CN,Dogeprint,Size,7,10
DNS,Desk Note Station,desk-note-station-dns,https://printway.io/product/desk-note-station-dns,Accessories,Office & Stationery,4.25,4.75,15.25,1,3,VN,Printway,Material|Style|Size,21,6
DS,Docking Station,docking-station-ds,https://printway.io/product/docking-station-ds,Accessories,Office & Stationery,10,11,11,1,3,VN,Printway,Size,1,5
FHDF,Felt Handheld Flag,felt-handheld-flag-fhdf,https://printway.io/product/felt-handheld-flag-fhdf,Accessories,Office & Stationery,4.5,5,5,3,5,VN,Winfinity,Size|Style|Title,2,10
GS,Graduation Stole,graduation-stole-gs,https://printway.io/product/graduation-stole-gs,Accessories,Office & Stationery,11.5,12.5,13,3,5,CN,PG Prints,Style,4,14
LBHD,Leather Badge Holder,leather-badge-holder-lbhd,https://printway.io/product/leather-badge-holder-lbhd,Accessories,Office & Stationery,2.74,3.24,5.74,1,3,VN,Printway,Size|Style,6,6
LBWBL,Leather Badge Holder with Beaded Lanyard,leather-badge-holder-with-beaded-lanyard-lbwbl,https://printway.io/product/leather-badge-holder-with-beaded-lanyard-lbwbl,Accessories,Office & Stationery,4.49,4.99,4.99,1,3,VN,Printway,Size|Style|Title,30,8
LJS,Leather Journal Set,leather-journal-set-ljs,https://printway.io/product/leather-journal-set-ljs,Accessories,Office & Stationery,13,13.5,20.25,3,5,CN,Cjzesty,Color|Style|Title,24,10
LMPWS,Leather Mouse Pad with Wrist Support,leather-mouse-pad-with-wrist-support-lmpws,https://printway.io/product/leather-mouse-pad-with-wrist-support-lmpws,Accessories,Office & Stationery,15.5,16,16,3,5,CN,Cjzesty,Color,3,11
MNT,Magnetic Name Tag,magnetic-name-tag-mnt,https://printway.io/product/magnetic-name-tag-mnt,Accessories,Office & Stationery,2.25,2.75,3.75,1,3,VN,Printway,Material|Style|Size,32,8
MCSR,Mini Craft Scissors,mini-craft-scissors-mcsr,https://printway.io/product/mini-craft-scissors-mcsr,Accessories,Office & Stationery,10.74,11.24,11.24,5,7,CN,Dogeprint,Color,7,10
NSDT,New Style Docking Station,new-style-docking-station-nsdt,https://printway.io/product/new-style-docking-station-nsdt,Accessories,Office & Stationery,10,11,11,1,3,VN,Printway,Color,3,12
PPS,PAINTED PIECES,painted-pieces-pps,https://printway.io/product/painted-pieces-pps,Accessories,Office & Stationery,,,2,1,3,VN,Printway,Material|Style|Size,20,5
PBR,Paint Brush Rack,paint-brush-rack-pbr,https://printway.io/product/paint-brush-rack-pbr,Accessories,Office & Stationery,9.49,10.49,13.49,1,3,VN,Printway,Material|Style|Size,2,7
APC,Paper Clip,paper-clip-apc,https://printway.io/product/paper-clip-apc,Accessories,Office & Stationery,2.55,2.85,3.2,1,3,VN,Printway,Material|Style|Size,30,14
APCUS,Paper Clip - US,paper-clip-us-apcus,https://printway.io/product/paper-clip-us-apcus,Accessories,Office & Stationery,3.54,4.29,6.73,1,3,US,Pentifine,Material|Style|Size,30,8
PC3LWC,Paper Clip with Custom Shape 3-Layer Wooden Charm,paper-clip-with-custom-shape-3-layer-wooden-charm-pc3lwc,https://printway.io/product/paper-clip-with-custom-shape-3-layer-wooden-charm-pc3lwc,Accessories,Office & Stationery,3.49,3.99,3.99,1,3,VN,Printway,Size|Color|Style,8,11
PLSR,Pencil Sharpener,pencil-sharpener-plsr,https://printway.io/product/pencil-sharpener-plsr,Accessories,Office & Stationery,10.04,10.54,10.54,3,5,CN,Dogeprint,Color,4,10
LBHAC,Personalized Leather Badge Holder with Acrylic Beaded Lanyard and Acrylic Charm,personalized-leather-badge-holder-with-acrylic-beaded-lanyard-and-acrylic-charm-lbhac,https://printway.io/product/personalized-leather-badge-holder-with-acrylic-beaded-lanyard-and-acrylic-charm-lbhac,Accessories,Office & Stationery,5,5.5,5.5,1,3,VN,Printway,Size|Style|Title,32,10
PSNH,Personalized Sticky Note Holder,personalized-sticky-note-holder-psnh,https://printway.io/product/personalized-sticky-note-holder-psnh,Accessories,Office & Stationery,7.49,7.99,8.99,1,3,VN,Printway,Size|Style,2,12
WPNH,Personalized Wooden Pencil And Note Holder,personalized-wooden-pencil-and-note-holder-wpnh,https://printway.io/product/personalized-wooden-pencil-and-note-holder-wpnh,Accessories,Office & Stationery,7.49,7.99,7.99,1,3,VN,Printway,Size,1,7
PWRBC,Personalized Wooden Ring Binder Cover,personalized-wooden-ring-binder-cover-pwrbc,https://printway.io/product/personalized-wooden-ring-binder-cover-pwrbc,Accessories,Office & Stationery,7.49,7.99,11.99,1,3,VN,Printway,Size,2,13
SCABM,Suncatcher Acrylic Bookmark,suncatcher-acrylic-bookmark-scabm,https://printway.io/product/suncatcher-acrylic-bookmark-scabm,Accessories,Office & Stationery,2.45,2.95,2.95,1,3,VN,Printway,Color|Size,16,8
WPHWC,Wooden Pen Holder With Clock,wooden-pen-holder-with-clock-wphwc,https://printway.io/product/wooden-pen-holder-with-clock-wphwc,Accessories,Office & Stationery,16,16.5,19.5,3,5,CN,Cjzesty,Color|Style,12,9
WDPB,Wooden Pencil Box,wooden-pencil-box-wdpb,https://printway.io/product/wooden-pencil-box-wdpb,Accessories,Office & Stationery,8.49,9.49,9.49,1,3,VN,Printway,Size,1,6
YECPC,Yarn Embroidery Corduroy Pencil Case,yarn-embroidery-corduroy-pencil-case-yecpc,https://printway.io/product/yarn-embroidery-corduroy-pencil-case-yecpc,Accessories,Office & Stationery,12.24,12.74,13.74,5,7,CN,Relaxlines,Color|Style,24,12
3YEBK,3D Yarn Embroidered Basket,3d-yarn-embroidered-basket-3yebk,https://printway.io/product/3d-yarn-embroidered-basket-3yebk,Accessories,Others,17.24,17.74,23.24,5,7,CN,Dogeprint,Style|Size,8,12
PHF,Custom Shape Photo Hand Fan,custom-shape-photo-hand-fan-phf,https://printway.io/product/custom-shape-photo-hand-fan-phf,Accessories,Others,3.5,4,11,3,5,VN,Winfinity,Size|Style,5,8
ECSIT,Engraved Copper Stethoscope ID Tag,engraved-copper-stethoscope-id-tag-ecsit,https://printway.io/product/engraved-copper-stethoscope-id-tag-ecsit,Accessories,Others,12.24,12.74,13.24,5,7,CN,Dogeprint,Color|Title|Style,12,11
LTLGT1,Leather Luggage Tag,leather-luggage-tag-ltlgt1,https://printway.io/product/leather-luggage-tag-ltlgt1,Accessories,Others,9.24,9.74,10.24,3,5,CN,Dogeprint,Size,3,8
SSTC,Stainless Steel Tie Clip,stainless-steel-tie-clip-sstc,https://printway.io/product/stainless-steel-tie-clip-sstc,Accessories,Others,9.06,9.56,12.94,3,5,CN,Cjzesty,Color|Title|Style,18,12
CBS,Custom Branding,custom-branding-cbs,https://printway.io/product/custom-branding-cbs,Accessories,Packaging,,,1.8,1,3,VN,Printway,Size,4,10
SST,Sticker Sheet,sticker-sheet-sst,https://printway.io/product/sticker-sheet-sst,Accessories,Packaging,3.65,4.15,4.25,2,3,US,Pentifine,Size,2,8
AOPAC,All-Over Print AirPods Case,all-over-print-airpods-case-aopac,https://printway.io/product/all-over-print-airpods-case-aopac,Accessories,Phone Accessories,5,5.5,5.5,3,5,VN,Zenith,Title,7,10
MTPC,All-Over Print Magnetic Touch Phone Case,all-over-print-magnetic-touch-phone-case-mtpc,https://printway.io/product/all-over-print-magnetic-touch-phone-case-mtpc,Accessories,Phone Accessories,6,6.5,6.5,3,5,VN,Zenith,Title,29,9
1LAPDP,Custom Shape 1-Layer Acrylic Phone Dust Plug,custom-shape-1-layer-acrylic-phone-dust-plug-1lapdp,https://printway.io/product/custom-shape-1-layer-acrylic-phone-dust-plug-1lapdp,Accessories,Phone Accessories,1.5,1.8,4.15,1,3,VN,Printway,Size|Style|Title,9,7
1LWPDP,Custom Shape 1-Layer Wooden Phone Dust Plug,custom-shape-1-layer-wooden-phone-dust-plug-1lwpdp,https://printway.io/product/custom-shape-1-layer-wooden-phone-dust-plug-1lwpdp,Accessories,Phone Accessories,1.5,1.8,4.15,1,3,VN,Printway,Size|Style|Title,9,7
